date, pm25, pm10, o3, no2, so2, co
2016/6/28, 25, , , 7, , 
2016/6/29, 25, , , 7, , 
2016/6/30, 26, , , 5, , 
2016/7/1, 26, , , 6, , 
2016/1/5, 43, , , 33, , 3
2016/1/6, 58, , , 21, , 1
2016/1/7, 76, , , 13, , 1
2016/1/8, 53, , , 33, , 4
2016/1/9, 78, , , 39, , 5
2016/1/10, 67, , , 21, , 
2016/1/11, 10, , , 25, , 1
2016/1/12, 30, , , 19, , 1
2016/1/13, 23, , , 26, , 3
2016/1/14, 15, , , 11, , 1
2016/1/15, 13, , , 10, , 1
2016/1/16, 46, , , 8, , 1
2016/1/17, 39, , , 13, , 1
2016/1/18, 36, , , 36, , 5
2016/1/19, 43, , , 38, , 6
2016/1/20, 39, , , 36, , 6
2016/1/21, 91, , , 43, , 8
2016/1/22, 54, , , 46, , 11
2016/1/23, 49, , , 22, , 3
2016/1/24, 38, , , 19, , 4
2016/1/25, 49, , , 32, , 6
2016/1/26, 30, , , 31, , 6
2016/1/27, 31, , , 32, , 6
2016/1/28, 27, , , 31, , 8
2016/1/29, 30, , , 19, , 4
2016/1/30, 16, , , 11, , 3
2016/1/31, 8, , , 12, , 3
2016/2/1, 13, , , 15, , 3
2016/2/2, 23, , , 19, , 4
2016/2/3, 20, , , 26, , 5
2016/2/4, 31, , , 21, , 4
2016/2/5, 17, , , 30, , 5
2016/2/6, 26, , , 5, , 3
2016/2/7, 4, , , 12, , 4
2016/2/8, 8, , , 22, , 5
2016/2/9, 19, , , 33, , 7
2016/2/10, 37, , , 19, , 5
2016/2/11, 39, , , 17, , 3
2016/2/12, 32, , , 6, , 
2016/2/13, 46, , , 15, , 
2016/2/14, 11, , , 17, , 1
2016/2/15, 12, , , 11, , 
2016/2/16, 8, , , 18, , 1
2016/2/17, 20, , , 26, , 3
2016/2/18, 31, , , 21, , 4
2016/2/19, 33, , , 8, , 
2016/2/20, 10, , , 10, , 
2016/2/21, 43, , , 9, , 
2016/2/22, 9, , , 16, , 
2016/2/23, 6, , , 17, , 
2016/2/24, 12, , , 17, , 1
2016/2/25, 23, , , 26, , 1
2016/2/26, 29, , , 22, , 1
2016/2/27, 23, , , 6, , 
2016/2/28, 7, , , 15, , 1
2016/2/29, 21, , , 8, , 
2016/3/1, 24, , , 17, , 2
2016/3/2, 25, , , 5, , 
2016/3/3, 15, , , 12, , 1
2016/3/4, 23, , , 22, , 2
2016/3/5, 25, , , 20, , 3
2016/3/6, 29, , , 17, , 2
2016/3/7, 20, , , 12, , 1
2016/3/8, 13, , , 19, , 2
2016/3/9, 19, , , 18, , 3
2016/3/10, 19, , , 10, , 
2016/3/11, 16, , , 16, , 
2016/3/12, 19, , , 14, , 
2016/3/13, 20, , , 5, , 
2016/3/14, 3, , , 13, , 
2016/3/15, 22, , , 14, , 
2016/3/16, 17, , , 5, , 
2016/3/17, 2, , , 3, , 
2016/3/18, 5, , , 11, , 
2016/3/19, 11, , , 12, , 1
2016/3/20, 23, , , 13, , 1
2016/3/21, 18, , , 7, , 
2016/3/22, 32, , , 7, , 
2016/3/23, 44, , , 12, , 1
2016/3/24, 35, , , 15, , 1
2016/3/25, 14, , , 7, , 1
2016/3/26, 27, , , 10, , 1
2016/3/27, 5, , , 16, , 1
2016/3/28, 11, , , 4, , 1
2016/3/29, 10, , , 6, , 1
2016/3/30, 8, , , 7, , 1
2016/3/31, 10, , , 5, , 1
2016/4/1, 13, , , 9, , 1
2015/10/2, 42, , , 12, , 2
2015/10/3, 39, , , 1, , 1
2015/10/4, 2, , , 2, , 1
2015/10/5, 25, , , 5, , 1
2015/10/6, 11, , , 14, , 2
2015/10/7, 37, , , 13, , 3
2015/10/8, 23, , , 16, , 3
2015/10/9, 23, , , 22, , 4
2015/10/10, 25, , , 12, , 4
2015/10/11, 28, , , 3, , 2
2015/10/12, 3, , , 12, , 2
2015/10/13, 7, , , 13, , 3
2015/10/14, 12, , , 17, , 1
2015/10/15, 18, , , 17, , 1
2015/10/16, 31, , , 19, , 1
2015/10/17, 33, , , 17, , 2
2015/10/18, 40, , , 8, , 
2015/10/19, 18, , , 16, , 2
2015/10/20, 37, , , 7, , 
2015/10/21, 15, , , 21, , 2
2015/10/22, 30, , , 11, , 1
2015/10/23, 13, , , 21, , 2
2015/10/24, 25, , , 13, , 1
2015/10/25, 28, , , 13, , 3
2015/10/26, 38, , , 13, , 1
2015/10/27, 30, , , 7, , 1
2015/10/28, 9, , , 18, , 2
2015/10/29, 27, , , 18, , 2
2015/10/30, 20, , , 24, , 3
2015/10/31, 24, , , 21, , 4
2015/11/1, 24, , , 17, , 3
2015/11/2, 16, , , 16, , 2
2015/11/3, 51, , , 13, , 2
2015/11/4, 38, , , 24, , 4
2015/11/5, 30, , , 17, , 3
2015/11/6, 15, , , 18, , 3
2015/11/7, 25, , , 23, , 5
2015/11/8, 28, , , 8, , 3
2015/11/9, 42, , , 11, , 3
2015/11/10, 36, , , 18, , 2
2015/11/11, 33, , , 11, , 
2015/11/12, 13, , , 20, , 1
2015/11/13, 14, , , 16, , 1
2015/11/14, 11, , , 9, , 
2015/11/15, 14, , , 8, , 
2015/11/16, 27, , , 7, , 
2015/11/17, 3, , , 19, , 1
2015/11/18, 12, , , 11, , 
2015/11/19, 10, , , 17, , 1
2015/11/20, 8, , , 11, , 1
2015/11/21, 10, , , 7, , 1
2015/11/22, 7, , , 10, , 2
2015/11/23, 16, , , 15, , 2
2015/11/24, 37, , , 7, , 1
2015/11/25, 10, , , 27, , 3
2015/11/26, 29, , , 28, , 3
2015/11/27, 30, , , 25, , 2
2015/11/28, 19, , , 23, , 2
2015/11/29, 23, , , 24, , 2
2015/11/30, 21, , , 35, , 5
2015/12/1, 41, , , 25, , 2
2015/12/2, 23, , , 37, , 4
2015/12/3, 42, , , 23, , 2
2015/12/4, 22, , , 26, , 2
2015/12/5, 17, , , 20, , 1
2015/12/6, 11, , , 30, , 4
2015/12/7, 35, , , 28, , 3
2015/12/8, 19, , , 23, , 2
2015/12/9, 18, , , 12, , 1
2015/12/10, 21, , , 20, , 2
2015/12/11, 30, , , 12, , 1
2015/12/12, 32, , , 8, , 1
2015/12/13, 31, , , 10, , 1
2015/12/14, 30, , , 10, , 1
2015/12/15, 22, , , 20, , 3
2015/12/16, 20, , , 19, , 3
2015/12/17, 15, , , 33, , 5
2015/12/18, 28, , , 21, , 3
2015/12/19, 60, , , 40, , 8
2015/12/20, 69, , , 44, , 10
2015/12/21, 39, , , 40, , 8
2015/12/22, 39, , , 29, , 5
2015/12/23, 33, , , 41, , 8
2015/12/24, 48, , , 17, , 3
2015/12/25, 52, , , 18, , 4
2015/12/26, 59, , , 29, , 6
2015/12/27, 46, , , 43, , 8
2015/12/28, 37, , , 15, , 3
2015/12/29, 13, , , 36, , 7
2015/12/30, 48, , , 20, , 4
2015/12/31, 12, , , , , 
2016/1/4, 62, , , 44, , 9
2015/7/2, 26, , , 4, , 
2015/7/3, 29, , , 6, , 
2015/7/4, 30, , , 7, , 
2015/7/5, 28, , , 2, , 
2015/7/6, 26, , , 1, , 
2015/7/7, 27, , , 10, , 
2015/7/8, 45, , , 7, , 1
2015/7/9, 60, , , 7, , 
2015/7/10, 48, , , 7, , 
2015/7/11, 62, , , 6, , 
2015/7/12, 56, , , 6, , 1
2015/7/13, 59, , , 3, , 
2015/7/14, 12, , , 6, , 
2015/7/15, 10, , , 8, , 
2015/7/16, 14, , , 5, , 
2015/7/17, 8, , , 2, , 
2015/7/18, 9, , , 4, , 
2015/7/19, 10, , , 3, , 
2015/7/20, 10, , , 5, , 
2015/7/21, 13, , , 5, , 
2015/7/22, 11, , , 4, , 
2015/7/23, 20, , , 9, , 
2015/7/24, 23, , , 7, , 
2015/7/25, 22, , , 6, , 
2015/7/26, 13, , , 3, , 
2015/7/27, 7, , , 4, , 
2015/7/28, 9, , , 4, , 
2015/7/29, 9, , , 6, , 
2015/7/30, 10, , , 8, , 
2015/7/31, 29, , , 8, , 
2015/8/1, 27, , , 5, , 
2015/8/2, 20, , , 3, , 
2015/8/3, 19, , , 5, , 
2015/8/4, 37, , , 4, , 
2015/8/5, 51, , , 8, , 
2015/8/6, 27, , , 7, , 
2015/8/7, 25, , , 6, , 
2015/8/8, 21, , , 7, , 
2015/8/9, 17, , , 6, , 
2015/8/10, 25, , , 9, , 
2015/8/11, 28, , , 9, , 
2015/8/12, 52, , , 13, , 3
2015/8/13, 52, , , 12, , 1
2015/8/14, 60, , , 6, , 
2015/8/15, 31, , , 1, , 
2015/8/16, 9, , , 4, , 
2015/8/17, 13, , , 6, , 
2015/8/18, 13, , , 4, , 
2015/8/19, 11, , , 6, , 
2015/8/20, 19, , , 6, , 
2015/8/21, 24, , , 3, , 
2015/8/22, 12, , , 3, , 
2015/8/23, 9, , , 7, , 
2015/8/24, 18, , , 9, , 2
2015/8/25, 88, , , 14, , 8
2015/8/26, 187, , , 9, , 4
2015/8/27, 161, , , 18, , 5
2015/8/28, 266, , , 15, , 7
2015/8/29, 150, , , 9, , 3
2015/8/30, 89, , , 5, , 
2015/8/31, 30, , , 9, , 
2015/9/1, 7, , , 10, , 1
2015/9/2, 11, , , 6, , 
2015/9/3, 16, , , 6, , 
2015/9/4, 9, , , 3, , 
2015/9/5, 6, , , 3, , 
2015/9/6, 10, , , 1, , 
2015/9/7, 4, , , 4, , 
2015/9/8, 6, , , 10, , 
2015/9/9, 17, , , 6, , 
2015/9/10, 9, , , 11, , 1
2015/9/11, 28, , , 11, , 1
2015/9/12, 20, , , 10, , 1
2015/9/13, 29, , , 2, , 
2015/9/14, 4, , , 3, , 
2015/9/15, 9, , , 4, , 
2015/9/16, 17, , , 7, , 1
2015/9/17, 8, , , 11, , 1
2015/9/18, 19, , , 14, , 2
2015/9/19, 19, , , 10, , 1
2015/9/20, 12, , , 6, , 3
2015/9/21, 9, , , 4, , 1
2015/9/22, 8, , , 5, , 1
2015/9/23, 18, , , 14, , 2
2015/9/24, 30, , , 18, , 3
2015/9/25, 34, , , 14, , 3
2015/9/26, 39, , , 8, , 1
2015/9/27, 14, , , 10, , 1
2015/9/28, 7, , , 10, , 1
2015/9/29, 14, , , 15, , 2
2015/9/30, 26, , , 13, , 3
2015/10/1, 27, , , 15, , 3
2015/4/9, 20, , , 16, , 
2015/4/10, 33, , , 13, , 
2015/4/11, 42, , , 23, , 1
2015/4/12, 29, , , 11, , 
2015/4/13, 15, , , 8, , 
2015/4/14, 35, , , 21, , 1
2015/4/15, 39, , , 18, , 1
2015/4/16, 15, , , 5, , 
2015/4/17, 19, , , 7, , 
2015/4/18, 21, , , 6, , 
2015/4/19, 12, , , 2, , 
2015/4/20, 31, , , 17, , 1
2015/4/21, 22, , , 11, , 
2015/4/22, 37, , , 13, , 1
2015/4/23, 44, , , 9, , 1
2015/4/24, 23, , , 6, , 1
2015/4/25, 26, , , 3, , 1
2015/4/26, 25, , , 1, , 1
2015/4/27, 34, , , 3, , 1
2015/4/28, 28, , , 13, , 1
2015/4/29, 21, , , 11, , 1
2015/4/30, 28, , , 10, , 1
2015/5/1, 24, , , 12, , 2
2015/5/2, 27, , , 11, , 1
2015/5/3, 16, , , 2, , 1
2015/5/4, 29, , , 5, , 1
2015/5/5, 31, , , 9, , 1
2015/5/6, 43, , , 9, , 2
2015/5/7, 119, , , 1, , 1
2015/5/8, 22, , , , , 
2015/5/9, 42, , , 4, , 
2015/5/10, 37, , , 11, , 
2015/5/11, 47, , , 10, , 
2015/5/12, 28, , , 5, , 
2015/5/13, 42, , , 15, , 1
2015/5/14, 44, , , 11, , 
2015/5/15, 46, , , 10, , 
2015/5/16, 59, , , 7, , 
2015/5/20, 19, , , 10, , 
2015/5/21, 33, , , 12, , 
2015/5/22, 26, , , 8, , 
2015/5/23, 35, , , 13, , 1
2015/5/24, 35, , , 12, , 1
2015/5/25, 44, , , 13, , 1
2015/5/26, 35, , , 9, , 1
2015/5/27, 34, , , 8, , 1
2015/5/28, 38, , , 7, , 1
2015/5/29, 60, , , 4, , 1
2015/5/30, 57, , , 6, , 1
2015/5/31, 26, , , 3, , 1
2015/6/1, 33, , , 5, , 1
2015/6/2, 32, , , 8, , 1
2015/6/3, 45, , , 5, , 1
2015/6/4, 25, 88, , 3, , 1
2015/6/5, 23, 100, , 5, , 1
2015/6/6, 24, , , 7, , 1
2015/6/7, 41, , , 8, , 2
2015/6/8, 46, , , 6, , 2
2015/6/9, 39, , , 10, , 2
2015/6/10, 27, , , 5, , 1
2015/6/11, 33, , , 6, , 1
2015/6/12, 44, , , 10, , 2
2015/6/13, 34, , , 5, , 1
2015/6/14, 22, , , 6, , 2
2015/6/15, 24, , , 2, , 1
2015/6/16, 35, , , 4, , 2
2015/6/17, 34, , , 8, , 
2015/6/18, 29, , , 5, , 
2015/6/19, 32, , , 4, , 
2015/6/20, 16, , , 6, , 
2015/6/21, 12, , , 2, , 
2015/6/22, 15, , , 5, , 
2015/6/23, 22, , , 7, , 1
2015/6/24, 20, , , 6, , 
2015/6/25, 20, , , 7, , 
2015/6/26, 33, , , 11, , 
2015/6/27, 33, , , 8, , 
2015/6/28, 41, , , 6, , 
2015/6/29, 34, , , 6, , 
2015/6/30, 29, , , 10, , 
2015/7/1, 60, , , 6, , 
2015/1/2, 22, , , 17, , 5
2015/1/3, 33, , , 14, , 5
2015/1/4, 19, , , 14, , 4
2015/1/5, 30, , , 20, , 6
2015/1/6, 34, , , 23, , 4
2015/1/7, 33, , , 19, , 1
2015/1/8, 31, , , 17, , 1
2015/1/9, 16, , , 34, , 3
2015/1/10, 33, , , 25, , 1
2015/1/11, 45, , , 31, , 3
2015/1/12, 70, , , 32, , 3
2015/1/13, 42, , , 20, , 1
2015/1/14, 14, , , 13, , 2
2015/1/15, 14, , , 15, , 1
2015/1/16, 14, , , 12, , 1
2015/1/17, 13, , , 13, , 1
2015/1/18, 14, , , 22, , 3
2015/1/19, 19, , , 12, , 2
2015/1/20, 15, , , 22, , 3
2015/1/21, 21, , , 25, , 4
2015/1/22, 25, , , 10, , 2
2015/1/23, 9, , , 19, , 3
2015/1/24, 22, , , 9, , 2
2015/1/25, 12, , , 16, , 4
2015/1/26, 16, , , 34, , 8
2015/1/27, 44, , , 34, , 9
2015/1/28, 49, , , 18, , 4
2015/1/29, 61, , , 37, , 9
2015/1/30, 66, , , 24, , 4
2015/1/31, 42, , , 14, , 3
2015/2/1, 30, , , 21, , 8
2015/2/2, 38, , , 19, , 3
2015/2/3, 59, , , 24, , 2
2015/2/4, 54, , , 29, , 3
2015/2/5, 40, , , 23, , 2
2015/2/6, 46, , , 26, , 2
2015/2/7, 51, , , 46, , 7
2015/2/8, 66, , , 22, , 2
2015/2/9, 58, , , 25, , 2
2015/2/10, 65, , , 25, , 3
2015/2/11, 81, , , 17, , 2
2015/2/12, 89, , , 22, , 4
2015/2/13, 48, , , 23, , 4
2015/2/14, 23, , , 11, , 2
2015/2/15, 38, , , 15, , 3
2015/2/16, 24, , , 10, , 2
2015/2/17, 21, , , 21, , 3
2015/2/18, 53, , , 24, , 5
2015/2/19, 45, , , 16, , 3
2015/2/20, 18, , , 11, , 2
2015/2/21, 24, , , 13, , 2
2015/2/22, 19, , , 16, , 3
2015/2/23, 27, , , 17, , 3
2015/2/24, 22, , , 12, , 3
2015/2/25, 22, , , 13, , 3
2015/2/26, 21, , , 10, , 2
2015/2/27, 25, , , 13, , 3
2015/2/28, 43, , , 14, , 3
2015/3/1, 32, , , 18, , 4
2015/3/2, 33, , , 9, , 3
2015/3/3, 18, , , 17, , 4
2015/3/4, 28, , , 24, , 6
2015/3/5, 36, , , 18, , 4
2015/3/6, 20, , , 19, , 4
2015/3/7, 21, , , 18, , 4
2015/3/8, 28, , , 14, , 4
2015/3/9, 15, , , 15, , 4
2015/3/10, 21, , , 21, , 5
2015/3/11, 39, , , 20, , 7
2015/3/12, 49, , , 19, , 6
2015/3/13, 25, , , 17, , 5
2015/3/14, 27, , , 6, , 4
2015/3/15, 21, , , 7, , 4
2015/3/16, 20, , , 11, , 5
2015/3/17, 36, , , 17, , 5
2015/3/18, 34, , , 17, , 5
2015/3/19, 38, , , 25, , 7
2015/3/20, 37, , , 17, , 6
2015/3/21, 57, , , 11, , 5
2015/3/22, 35, , , 8, , 5
2015/3/23, 24, , , 15, , 6
2015/3/24, 51, , , 14, , 6
2015/3/25, 53, , , 17, , 7
2015/3/26, 43, , , 14, , 6
2015/3/27, 16, , , 17, , 7
2015/3/28, 26, , , 14, , 6
2015/3/29, 29, , , 10, , 6
2015/3/30, 13, , , 14, , 6
2015/3/31, 19, , , , , 
2014/10/2, 19, , , 9, , 
2014/10/3, 13, , , 18, , 
2014/10/4, 23, , , 10, , 
2014/10/5, 13, , , 13, , 
2014/10/6, 19, , , 26, , 1
2014/10/7, 39, , , 23, , 2
2014/10/8, 41, , , 19, , 
2014/10/9, 41, , , 20, , 
2014/10/10, 44, , , 20, , 
2014/10/11, 32, , , 13, , 
2014/10/12, 23, , , , , 
2014/10/17, 59, , , 23, , 
2014/10/18, 18, , , 23, , 
2014/10/19, 28, , , 26, , 
2014/10/20, 21, , , 24, , 1
2014/10/21, 32, , , 20, , 
2014/10/22, 26, , , 28, , 2
2014/10/23, 40, , , 17, , 
2014/10/24, 22, , , 22, , 1
2014/10/25, 25, , , 19, , 
2014/10/26, 28, , , 11, , 
2014/10/27, 23, , , 13, , 
2014/10/28, 17, , , 27, , 2
2014/10/29, 47, , , 26, , 3
2014/10/30, 34, , , 12, , 
2014/10/31, 44, , , 19, , 4
2014/11/1, 35, , , 17, , 
2014/11/2, 27, , , 14, , 
2014/11/3, 26, , , 19, , 
2014/11/4, 23, , , 19, , 1
2014/11/5, 28, , , 24, , 
2014/11/6, 31, , , 22, , 2
2014/11/7, 33, , , 12, , 
2014/11/8, 24, , , 18, , 1
2014/11/9, 38, , , 15, , 
2014/11/10, 23, , , 15, , 
2014/11/11, 36, , , 17, , 
2014/11/12, 24, , , 27, , 1
2014/11/13, 50, , , 35, , 3
2014/11/14, 57, , , 23, , 1
2014/11/15, 54, , , 23, , 1
2014/11/16, 28, , , 20, , 1
2014/11/17, 32, , , 24, , 1
2014/11/18, 26, , , 25, , 2
2014/11/19, 33, , , 28, , 2
2014/11/20, 58, , , 20, , 1
2014/11/21, 32, , , 18, , 1
2014/11/22, 17, , , 14, , 1
2014/11/23, 20, , , 16, , 1
2014/11/24, 23, , , 29, , 2
2014/11/25, 29, , , 17, , 3
2014/11/26, 24, , , 17, , 4
2014/11/27, 70, , , 15, , 4
2014/11/28, 33, , , 12, , 4
2014/11/29, 28, , , 18, , 5
2014/11/30, 23, , , 27, , 5
2014/12/1, 29, , , 25, , 5
2014/12/2, 16, , , 30, , 6
2014/12/3, 31, , , 34, , 7
2014/12/4, 32, , , 30, , 4
2014/12/5, 29, , , 32, , 3
2014/12/6, 64, , , 27, , 3
2014/12/7, 44, , , 27, , 5
2014/12/8, 27, , , 33, , 6
2014/12/9, 35, , , 34, , 6
2014/12/10, 26, , , 19, , 1
2014/12/11, 18, , , 17, , 1
2014/12/12, 22, , , 23, , 2
2014/12/13, 28, , , 10, , 2
2014/12/14, 24, , , 18, , 3
2014/12/15, 25, , , 19, , 3
2014/12/16, 38, , , 14, , 1
2014/12/17, 59, , , 26, , 5
2014/12/18, 42, , , 28, , 5
2014/12/19, 35, , , 25, , 6
2014/12/20, 24, , , 20, , 3
2014/12/21, 19, , , 22, , 5
2014/12/22, 23, , , 31, , 7
2014/12/23, 34, , , 29, , 6
2014/12/24, 30, , , 19, , 4
2014/12/25, 14, , , 11, , 3
2014/12/26, 29, , , 19, , 4
2014/12/27, 14, , , 28, , 6
2014/12/28, 26, , , 10, , 4
2014/12/29, 35, , , , , 
2014/7/29, 38, , , , , 
2014/8/9, 45, , , 11, , 1
2014/8/10, 36, , , 13, , 1
2014/8/11, 43, , , , , 
2014/8/13, 57, , , 13, , 2
2014/8/14, 54, , , , , 
2014/8/16, 47, , , 14, , 1
2014/8/17, 35, , , 5, , 2
2014/8/18, 58, , , 18, , 2
2014/8/19, 70, , , 16, , 2
2014/8/20, 70, , , 10, , 1
2014/8/21, 37, , , 11, , 2
2014/8/22, 39, , , 13, , 2
2014/8/23, 39, , , 10, , 1
2014/8/24, 36, , , 8, , 1
2014/8/25, 37, , , 13, , 2
2014/8/26, 37, , , 13, , 2
2014/8/27, 54, , , 12, , 1
2014/8/28, 37, , , 10, , 1
2014/8/29, 23, , , 12, , 1
2014/8/30, 23, , , 6, , 1
2014/8/31, 20, , , 9, , 1
2014/9/1, 27, , , 10, , 1
2014/9/2, 19, , , 13, , 1
2014/9/3, 23, , , 9, , 1
2014/9/4, 24, , , 12, , 1
2014/9/5, 23, , , 11, , 2
2014/9/6, 27, , , 10, , 1
2014/9/7, 31, , , 8, , 1
2014/9/8, 33, , , 7, , 1
2014/9/9, 14, , , 12, , 2
2014/9/10, 20, , , 13, , 2
2014/9/11, 17, , , 13, , 2
2014/9/12, 19, , , 14, , 2
2014/9/13, 23, , , 10, , 2
2014/9/14, 24, , , 12, , 2
2014/9/15, 26, , , 16, , 2
2014/9/16, 28, , , 20, , 3
2014/9/17, 31, , , 22, , 3
2014/9/18, 44, , , 18, , 3
2014/9/19, 56, , , 14, , 2
2014/9/20, 44, , , 13, , 2
2014/9/21, 21, , , 10, , 2
2014/9/22, 33, , , 16, , 3
2014/9/23, 47, , , 20, , 3
2014/9/24, 57, , , 14, , 3
2014/9/25, 35, , , 21, , 3
2014/9/26, 39, , , 16, , 3
2014/9/27, 56, , , 11, , 
2014/9/28, 35, , , 4, , 
2014/9/29, 26, , , 13, , 3
2014/9/30, 23, , , 11, , 
2014/10/1, 20, , , 13, , 1
2020/4/1, , , , 3, , 2
2020/1/1, , , , 17, , 6
2019/12/8, , , , 18, , 3
2019/12/14, , , , 34, 1, 6
2019/9/19, , , , 9, 1, 2
2019/1/1, , , , 20, 1, 5
2018/8/18, , , , 8, 3, 8
2016/10/11, , , , 10, , 1
2016/11/28, , , , 27, , 7
2016/1/3, , , , 42, , 9
2015/4/8, , , , 8, , 
2015/5/17, , , , 5, , 
2015/5/18, , , , 2, , 
2015/5/19, , , , 5, , 
2015/1/1, , , , 21, , 6
2014/10/16, , , , 7, , 4
2014/7/28, , , , 7, , 1
2014/8/8, , , , 13, , 1
2014/8/12, , , , 15, , 2
2014/8/15, , , , 14, , 2
2019/9/18, , , , , 1, 
2018/8/15, , , , , 2, 
2018/8/16, , , , , 2, 
2018/8/17, , , , , 2, 