date, pm25, o3, no2, so2, co
2022/9/10, 22, , 8, 2, 3
2022/9/11, 89, , 8, 1, 3
2022/9/12, 131, , 6, 7, 2
2022/9/13, 35, , 9, , 3
2022/9/14, 70, , 12, , 4
2022/9/15, 83, , , , 
2021/1/5, 11, , 19, , 4
2021/1/6, 16, , 16, 1, 4
2021/1/7, 10, , 30, 1, 6
2021/1/8, 25, , 28, 1, 6
2021/1/9, 48, , 29, , 6
2021/1/10, 45, , 22, , 6
2021/1/11, 35, , 26, , 6
2021/1/12, 21, , 24, , 5
2021/1/13, 17, , 18, 2, 6
2021/1/14, 27, , 17, , 5
2021/1/15, 15, , 14, 1, 5
2021/1/16, 11, , 8, 2, 5
2021/1/17, 8, , 14, 1, 5
2021/1/18, 9, , 13, 5, 5
2021/1/19, 15, , 15, 1, 5
2021/1/20, 12, , 6, 2, 5
2021/1/21, 9, , 17, 1, 5
2021/1/22, 7, , 13, 1, 5
2021/1/23, 13, , 11, 7, 5
2021/1/24, 14, , 10, , 5
2021/1/25, 10, , 16, , 5
2021/1/26, 11, , 15, 1, 5
2021/1/27, 13, , 19, 2, 6
2021/1/28, 29, , 35, , 5
2021/1/29, 50, , 26, 1, 3
2021/1/30, 69, , 25, , 3
2021/1/31, 75, , 27, 2, 3
2021/2/1, 68, , 26, 1, 3
2021/2/2, 70, , 12, 1, 2
2021/2/3, 30, , 18, , 2
2021/2/4, 21, , 22, 1, 3
2021/2/5, 39, , 17, 2, 2
2021/2/6, 17, , 26, 4, 3
2021/2/7, 28, , 35, 2, 4
2021/2/8, 53, , 26, 1, 3
2021/2/9, 45, , 14, 1, 2
2021/2/10, 14, , 13, , 2
2021/2/11, 11, , 12, , 3
2021/2/12, 9, , 14, 4, 2
2021/2/13, 13, , 18, 1, 3
2021/2/14, 16, , 15, 1, 3
2021/2/15, 9, , 15, , 3
2021/2/16, 12, , 29, 2, 4
2021/2/17, 21, , 30, 1, 4
2021/2/18, 17, , 26, 1, 4
2021/2/19, 10, , 24, 1, 4
2021/2/20, 12, , 14, 1, 3
2021/2/21, 14, , 14, 1, 3
2021/2/22, 5, , 10, , 3
2021/2/23, 15, , 13, 1, 4
2021/2/24, 4, , 17, 1, 4
2021/2/25, 5, , 18, 1, 3
2021/2/26, 8, , 8, 1, 2
2021/2/27, 16, , 15, 1, 2
2021/2/28, 38, , 12, 2, 2
2021/3/1, 55, , 24, 1, 3
2021/3/2, 43, , 17, 1, 3
2021/3/3, 23, , 20, , 3
2021/3/4, 59, , 19, 1, 4
2021/3/5, 62, , 16, 1, 3
2021/3/6, 57, , 18, , 3
2021/3/7, 35, , 20, , 4
2021/3/8, 32, , 25, , 3
2021/3/9, 31, , , , 
2020/10/2, 19, , 13, , 4
2020/10/3, 25, , 14, , 3
2020/10/4, 35, , 9, 1, 3
2020/10/5, 44, , 10, 1, 2
2020/10/6, 17, , 8, , 2
2020/10/7, 16, , 14, , 2
2020/10/8, 19, , 9, , 2
2020/10/9, 13, , 13, 1, 3
2020/10/10, 14, , 9, 14, 3
2020/10/11, 17, , 4, , 3
2020/10/12, 6, , 6, , 3
2020/10/13, 8, , 12, 2, 3
2020/10/14, 17, , 8, , 3
2020/10/15, 11, , 9, , 3
2020/10/16, 7, , 13, 1, 3
2020/10/17, 12, , 8, , 3
2020/10/18, 8, , 10, , 3
2020/10/19, 13, , 10, , 3
2020/10/20, 15, , 17, 2, 3
2020/10/21, 19, , 11, , 3
2020/10/22, 18, , 11, , 2
2020/10/23, 14, , 14, 4, 2
2020/10/24, 14, , 12, , 2
2020/10/25, 8, , 14, , 2
2020/10/26, 14, , 14, , 2
2020/10/27, 13, , 9, 1, 3
2020/10/28, 10, , 19, 1, 3
2020/10/29, 18, , 12, 2, 3
2020/10/30, 27, , 11, , 3
2020/10/31, 23, , 12, 1, 3
2020/11/1, 16, , 11, 2, 3
2020/11/2, 10, , 18, 1, 4
2020/11/3, 17, , 30, 2, 7
2020/11/4, 35, , 15, 1, 4
2020/11/5, 17, , 13, 1, 3
2020/11/6, 20, , 10, , 4
2020/11/7, 17, , 8, 1, 3
2020/11/8, 27, , 13, , 3
2020/11/9, 13, , 25, , 4
2020/11/10, 24, , 12, , 3
2020/11/11, 15, , 14, , 2
2020/11/12, 14, , 26, 1, 3
2020/11/13, 30, , 34, , 5
2020/11/14, 36, , 15, , 4
2020/11/15, 38, , 19, 1, 3
2020/11/16, 37, , 18, 5, 3
2020/11/17, 60, , 18, , 2
2020/11/18, 35, , 10, , 3
2020/11/19, 40, , 14, , 3
2020/11/20, 20, , 27, 1, 5
2020/11/21, 45, , 21, , 5
2020/11/22, 30, , 19, , 3
2020/11/23, 30, , 21, 1, 4
2020/11/24, 52, , 31, 1, 5
2020/11/25, 54, , 15, 1, 3
2020/11/26, 18, , 18, 1, 4
2020/11/27, 14, , 17, 1, 4
2020/11/28, 13, , 15, 1, 4
2020/11/29, 23, , 24, , 4
2020/11/30, 22, , 23, , 4
2020/12/1, 16, , 13, , 4
2020/12/2, 6, , 23, , 5
2020/12/3, 22, , 26, , 7
2020/12/4, 26, , 22, 1, 5
2020/12/5, 23, , 25, , 5
2020/12/6, 33, , 17, , 5
2020/12/7, 23, , 18, , 3
2020/12/8, 16, , 21, , 3
2020/12/9, 12, , 15, , 2
2020/12/10, 14, , 21, 1, 3
2020/12/11, 14, , 24, , 3
2020/12/12, 32, , 10, , 2
2020/12/13, 14, , 9, , 2
2020/12/14, 15, , 13, , 3
2020/12/15, 30, , 18, , 3
2020/12/16, 50, , 25, 1, 5
2020/12/17, 43, , 17, , 3
2020/12/18, 40, , 19, 1, 3
2020/12/19, 25, , 14, , 3
2020/12/20, 10, , 12, , 3
2020/12/21, 7, , 21, , 4
2020/12/22, 16, , 18, 1, 4
2020/12/23, 17, , 19, 1, 4
2020/12/24, 17, , 16, 1, 3
2020/12/25, 12, , 25, 1, 4
2020/12/26, 22, , 17, 1, 4
2020/12/27, 36, , 18, 2, 3
2020/12/28, 30, , 20, , 4
2020/12/29, 37, , 23, , 4
2020/12/30, 12, , 27, , 6
2020/12/31, 27, , 30, 2, 5
2021/1/1, 35, , 18, , 4
2021/1/2, 32, , 20, , 4
2021/1/3, 31, , 9, , 
2021/1/4, 7, , 17, , 4
2020/7/2, 13, , 4, , 1
2020/7/3, 10, , 4, , 1
2020/7/4, 15, , 4, 2, 1
2020/7/5, 20, , 2, , 1
2020/7/6, 10, , 6, 2, 1
2020/7/7, 18, , 9, 1, 1
2020/7/8, 17, , 3, , 1
2020/7/9, 11, , 5, , 1
2020/7/10, 20, , 4, 1, 1
2020/7/11, 14, , 3, 1, 1
2020/7/12, 16, , 2, 1, 1
2020/7/13, 17, , 2, 1, 1
2020/7/14, 8, , 2, 1, 1
2020/7/15, 10, , 3, , 1
2020/7/16, 9, , 6, , 1
2020/7/17, 16, , 3, , 1
2020/7/18, 13, , 1, , 1
2020/7/19, 10, , 2, , 1
2020/7/20, 10, , 4, 1, 1
2020/7/21, 16, , 6, 1, 1
2020/7/22, 19, , 7, 6, 1
2020/7/23, 23, , 6, , 1
2020/7/24, 34, , 5, 1, 1
2020/7/25, 9, , 5, , 1
2020/7/26, 12, , 4, 1, 1
2020/7/27, 18, , 6, 2, 1
2020/7/28, 22, , 5, , 1
2020/7/29, 43, , 4, 1, 1
2020/7/30, 33, , 3, 1, 1
2020/7/31, 48, , 6, 1, 1
2020/8/1, 32, , 1, , 1
2020/8/2, 14, , 1, 1, 1
2020/8/3, 25, , 2, , 1
2020/8/4, 23, , 4, 1, 1
2020/8/5, 15, , 7, , 1
2020/8/6, 19, , 6, 1, 1
2020/8/7, 29, , 3, , 
2020/8/8, 13, , 3, 1, 1
2020/8/9, 11, , 2, , 1
2020/8/10, 11, , 4, , 1
2020/8/11, 12, , 8, 1, 1
2020/8/12, 16, , 6, 1, 1
2020/8/13, 19, , 5, 1, 1
2020/8/14, 14, , 5, , 1
2020/8/15, 13, , 3, 1, 2
2020/8/16, 13, , 4, , 2
2020/8/17, 22, , 8, 1, 1
2020/8/18, 27, , 9, 2, 1
2020/8/19, 37, , 6, 1, 
2020/8/20, 16, , 7, 4, 1
2020/8/21, 29, , 6, , 1
2020/8/22, 20, , 3, 1, 
2020/8/23, 16, , 3, 2, 1
2020/8/24, 17, , 6, 1, 1
2020/8/25, 14, , 6, 1, 1
2020/8/26, 15, , 7, , 1
2020/8/27, 20, , 6, , 1
2020/8/28, 12, , 9, 1, 1
2020/8/29, 16, , 3, , 1
2020/8/30, 13, , 2, 1, 1
2020/8/31, 15, , 7, 1, 1
2020/9/1, 14, , 6, , 1
2020/9/2, 13, , 5, , 1
2020/9/3, 12, , 6, , 1
2020/9/4, 10, , 8, 1, 2
2020/9/5, 14, , 7, 1, 2
2020/9/6, 20, , 2, , 1
2020/9/7, 6, , 3, 1, 1
2020/9/8, 6, , 6, , 1
2020/9/9, 12, , 10, 1, 2
2020/9/10, 16, , 8, 4, 1
2020/9/11, 23, , 5, 1, 1
2020/9/12, 21, , 4, 4, 1
2020/9/13, 12, , 3, 3, 1
2020/9/14, 11, , 5, 1, 2
2020/9/15, 13, , 7, 1, 2
2020/9/16, 14, , 12, 1, 4
2020/9/17, 39, , 15, 2, 5
2020/9/18, 43, , 10, 1, 3
2020/9/19, 51, , 15, 1, 6
2020/9/20, 83, , 4, , 4
2020/9/21, 34, , 9, , 3
2020/9/22, 14, , 11, 1, 3
2020/9/23, 17, , 6, , 2
2020/9/24, 25, , 7, 2, 2
2020/9/25, 22, , 9, 1, 2
2020/9/26, 12, , 8, 1, 2
2020/9/27, 7, , 6, , 2
2020/9/28, 13, , 9, , 2
2020/9/29, 15, , 7, , 2
2020/9/30, 14, , 10, , 2
2020/10/1, 12, , 13, 3, 4
2020/4/2, 12, , 16, 3, 3
2020/4/3, 21, , 19, 1, 3
2020/4/4, 29, , 13, 1, 3
2020/4/5, 23, , 8, , 2
2020/4/6, 20, , 15, 2, 3
2020/4/7, 42, , 8, , 3
2020/4/8, 15, , 8, , 3
2020/4/9, 11, , 17, 1, 3
2020/4/10, 23, , 7, , 3
2020/4/11, 12, , 7, , 3
2020/4/12, 10, , 7, , 3
2020/4/13, 10, , 16, 2, 3
2020/4/14, 18, , 11, 1, 2
2020/4/15, 15, , 8, 1, 1
2020/4/16, 15, , 15, 1, 2
2020/4/17, 20, , 6, , 1
2020/4/18, 9, , 5, 2, 1
2020/4/19, 8, , 6, , 2
2020/4/20, 8, , 9, , 3
2020/4/21, 14, , 7, , 2
2020/4/22, 13, , 5, , 2
2020/4/23, 12, , 6, 1, 2
2020/4/24, 11, , 6, , 3
2020/4/25, 13, , 6, 1, 2
2020/4/26, 18, , 2, , 2
2020/4/27, 13, , 6, , 2
2020/4/28, 14, , 5, 1, 2
2020/4/29, 7, , 8, 1, 2
2020/4/30, 12, , 9, 1, 2
2020/5/1, 17, , 4, , 2
2020/5/2, 12, , 12, 1, 4
2020/5/3, 25, , 3, 2, 2
2020/5/4, 12, , 5, , 2
2020/5/5, 11, , 6, , 2
2020/5/6, 13, , 7, 1, 1
2020/5/7, 12, , 5, , 1
2020/5/8, 16, , 4, , 1
2020/5/9, 13, , 5, 1, 2
2020/5/10, 14, , 5, , 2
2020/5/11, 11, , 6, , 2
2020/5/12, 6, , 5, , 2
2020/5/13, 13, , 9, , 2
2020/5/14, 23, , 4, , 2
2020/5/15, 13, , 7, 1, 2
2020/5/16, 16, , 6, 10, 2
2020/5/17, 27, , 4, 2, 1
2020/5/18, 18, , 2, 1, 2
2020/5/19, 18, , 4, 1, 2
2020/5/20, 17, , 5, 3, 1
2020/5/21, 15, , 3, 1, 2
2020/5/22, 7, , 3, , 2
2020/5/23, 5, , 2, , 2
2020/5/24, 10, , 5, 1, 2
2020/5/25, 19, , 7, 1, 2
2020/5/26, 17, , 3, , 2
2020/5/27, 10, , 3, , 2
2020/5/28, 11, , 8, 2, 2
2020/5/29, 17, , 5, , 2
2020/5/30, 16, , 3, , 2
2020/5/31, 15, , 2, , 2
2020/6/1, 29, , 2, , 2
2020/6/2, 12, , 5, 4, 2
2020/6/3, 9, , 2, , 2
2020/6/4, 14, , 3, , 2
2020/6/5, 10, , 6, 3, 2
2020/6/6, 20, , 4, 1, 2
2020/6/7, 24, , 2, , 2
2020/6/8, 11, , 3, , 2
2020/6/9, 13, , 4, , 2
2020/6/10, 13, , 5, , 1
2020/6/11, 15, , 8, 4, 2
2020/6/12, 22, , 5, , 1
2020/6/13, 19, , 5, 3, 1
2020/6/14, 32, , 2, , 1
2020/6/15, 13, , 4, 1, 1
2020/6/16, 10, , 5, 2, 
2020/6/17, 13, , 4, , 1
2020/6/18, 8, , 5, , 1
2020/6/19, 18, , 8, 3, 1
2020/6/20, 32, , 6, 2, 1
2020/6/21, 27, , 3, , 1
2020/6/22, 15, , 8, , 1
2020/6/23, 19, , 5, 1, 1
2020/6/24, 17, , 5, 2, 1
2020/6/25, 17, , 5, 2, 1
2020/6/26, 16, , 7, 3, 1
2020/6/27, 17, , 3, , 1
2020/6/28, 11, , 1, , 1
2020/6/29, 14, , 3, , 1
2020/6/30, 18, , 5, 1, 1
2020/7/1, 17, , 2, 1, 1
2020/1/2, 22, , 10, , 4
2020/1/3, 13, , 18, 1, 4
2020/1/4, 12, , 11, , 4
2020/1/5, 17, , 14, , 4
2020/1/6, 7, , 24, 1, 6
2020/1/7, 22, , 21, 1, 5
2020/1/8, 20, , 15, , 5
2020/1/9, 16, , 17, , 6
2020/1/10, 13, , 22, 1, 5
2020/1/11, 34, , 13, 1, 5
2020/1/12, 18, , 9, , 5
2020/1/13, 9, , 15, 1, 5
2020/1/14, 12, , 23, 1, 7
2020/1/15, 22, , 33, 1, 5
2020/1/16, 43, , 20, 1, 1
2020/1/17, 30, , 14, 1, 1
2020/1/18, 17, , 24, 3, 2
2020/1/19, 30, , 17, 1, 1
2020/1/20, 30, , 40, 1, 6
2020/1/21, 69, , 32, 1, 4
2020/1/22, 37, , 28, 1, 2
2020/1/23, 38, , 27, 1, 2
2020/1/24, 31, , 43, 1, 6
2020/1/25, 75, , 34, 1, 5
2020/1/26, 78, , 23, 1, 2
2020/1/27, 50, , 25, 1, 3
2020/1/28, 54, , 44, 1, 6
2020/1/29, 77, , 27, 1, 2
2020/1/30, 28, , 20, 1, 1
2020/1/31, 12, , 19, 1, 1
2020/2/1, 13, , 14, , 1
2020/2/2, 12, , 8, 4, 1
2020/2/3, 10, , 24, 2, 2
2020/2/4, 21, , 27, , 3
2020/2/5, 20, , 18, 1, 2
2020/2/6, 11, , 16, , 
2020/2/7, 6, , 21, , 6
2020/2/8, 13, , 25, , 4
2020/2/9, 23, , 10, , 
2020/2/10, 12, , 17, , 
2020/2/11, 10, , 14, , 
2020/2/12, 17, , 17, , 
2020/2/13, 22, , 20, , 
2020/2/14, 26, , 15, , 
2020/2/15, 14, , 18, , 
2020/2/16, 24, , 15, , 
2020/2/17, 33, , 11, , 
2020/2/18, 18, , 27, , 
2020/2/19, 28, , 31, , 
2020/2/20, 51, , 24, , 
2020/2/21, 26, , 25, , 
2020/2/22, 21, , 14, , 
2020/2/23, 11, , 22, , 
2020/2/24, 23, , 34, , 5
2020/2/25, 28, , 29, 1, 4
2020/2/26, 51, , 20, , 4
2020/2/27, 25, , 17, , 3
2020/2/28, 10, , 16, , 4
2020/2/29, 15, , 9, 5, 3
2020/3/1, 10, , 12, 1, 4
2020/3/2, 18, , 6, 1, 3
2020/3/3, 7, , 14, 1, 3
2020/3/4, 10, , 17, , 4
2020/3/5, 14, , 20, 1, 4
2020/3/6, 16, , 10, , 4
2020/3/7, 18, , 7, 1, 4
2020/3/8, 11, , 16, 4, 4
2020/3/9, 17, , 18, 1, 4
2020/3/10, 19, , 22, , 4
2020/3/11, 18, , 11, 1, 4
2020/3/12, 8, , 12, 2, 4
2020/3/13, 12, , 7, , 4
2020/3/14, 15, , 8, 4, 4
2020/3/15, 23, , 18, 2, 5
2020/3/16, 31, , 18, 2, 4
2020/3/17, 18, , 14, 1, 4
2020/3/18, 28, , 15, 1, 4
2020/3/19, 30, , 19, 1, 2
2020/3/20, 38, , 18, 6, 2
2020/3/21, 45, , 17, , 2
2020/3/22, 43, , 15, 1, 2
2020/3/23, 10, , 12, 9, 2
2020/3/24, 27, , 11, 7, 2
2020/3/25, 13, , 12, 2, 
2020/3/26, 18, , 13, 1, 2
2020/3/27, 14, , 14, 1, 2
2020/3/28, 17, , 8, 15, 2
2020/3/29, 19, , , , 
2019/10/2, 18, , 10, , 2
2019/10/3, 22, , 11, 1, 3
2019/10/4, 21, , 11, , 2
2019/10/5, 14, , 13, , 3
2019/10/6, 10, , 7, , 2
2019/10/7, 13, , 6, , 2
2019/10/8, 10, , 6, , 1
2019/10/9, 10, , 9, 1, 1
2019/10/10, 14, , 17, 3, 2
2019/10/11, 20, , 21, 1, 4
2019/10/12, 34, , 16, 1, 3
2019/10/13, 33, , 12, 1, 3
2019/10/14, 29, , 7, , 2
2019/10/15, 7, , 8, , 2
2019/10/16, 17, , 12, 1, 3
2019/10/17, 18, , 15, , 3
2019/10/18, 17, , 18, 1, 4
2019/10/19, 15, , 10, 1, 2
2019/10/20, 15, , 7, , 2
2019/10/21, 7, , 17, 1, 3
2019/10/22, 23, , 14, 1, 2
2019/10/23, 24, , 8, , 2
2019/10/24, 19, , 15, 3, 3
2019/10/25, 16, , 12, , 2
2019/10/26, 12, , 6, , 2
2019/10/27, 19, , 9, , 2
2019/10/28, 8, , 7, , 1
2019/10/29, 16, , 17, 4, 2
2019/10/30, 13, , 18, , 2
2019/10/31, 12, , 11, , 2
2019/11/1, 11, , 13, 4, 2
2019/11/2, 13, , 10, , 3
2019/11/3, 18, , 10, , 2
2019/11/4, 11, , 14, , 3
2019/11/5, 23, , 12, , 2
2019/11/6, 21, , 21, 1, 4
2019/11/7, 21, , 25, 1, 6
2019/11/8, 29, , 14, , 3
2019/11/9, 13, , 7, 1, 2
2019/11/10, 9, , 13, 2, 2
2019/11/11, 10, , 24, 1, 4
2019/11/12, 31, , 22, , 5
2019/11/13, 27, , 17, 1, 4
2019/11/14, 22, , 15, , 4
2019/11/15, 28, , , , 
2019/12/9, 18, , , , 
2019/12/15, 34, , 16, , 3
2019/12/16, 16, , 24, 1, 3
2019/12/17, 19, , 28, , 4
2019/12/18, 25, , 20, 4, 3
2019/12/19, 19, , 17, 1, 3
2019/12/20, 41, , 25, 1, 5
2019/12/21, 50, , 22, 2, 5
2019/12/22, 73, , 23, 1, 4
2019/12/23, 39, , 24, 2, 4
2019/12/24, 42, , 18, , 4
2019/12/25, 40, , 15, , 4
2019/12/26, 27, , 26, , 5
2019/12/27, 20, , 17, , 5
2019/12/28, 14, , 20, , 4
2019/12/29, 17, , 28, , 
2019/12/30, 28, , , , 
2019/7/3, 13, , 6, 1, 2
2019/7/4, 11, , 7, 1, 2
2019/7/5, 20, , 10, 1, 3
2019/7/6, 22, , 6, 1, 3
2019/7/7, 34, , 7, 1, 3
2019/7/8, 34, , 7, 2, 3
2019/7/9, 26, , 7, 2, 3
2019/7/10, 30, , 5, 1, 3
2019/7/11, 36, , 6, 1, 3
2019/7/12, 33, , 5, 1, 3
2019/7/13, 21, , 5, 2, 3
2019/7/14, 27, , 5, 1, 3
2019/7/16, 25, , 6, 1, 3
2019/7/17, 35, , 9, 1, 3
2019/7/18, 26, , 7, 1, 3
2019/7/19, 23, , 7, 1, 2
2019/7/20, 18, , 5, , 3
2019/7/26, 18, , 2, 1, 1
2019/7/27, 22, , 5, 1, 1
2019/7/28, 15, , 5, , 1
2019/7/29, 11, , 3, 2, 1
2019/7/30, 16, , 7, 1, 1
2019/7/31, 23, , 8, 2, 1
2019/8/1, 24, , 10, 2, 1
2019/8/2, 30, , 9, 1, 1
2019/8/3, 56, , 7, , 2
2019/8/4, 28, , 3, , 1
2019/8/5, 7, , 3, , 1
2019/8/6, 14, , 2, 2, 1
2019/8/7, 15, , 2, , 1
2019/8/8, 16, , 6, 1, 1
2019/8/9, 24, , 5, , 1
2019/8/10, 7, , 2, 1, 1
2019/8/11, 11, , 4, , 1
2019/8/12, 11, , 3, 2, 1
2019/8/13, 13, , 7, , 1
2019/8/14, 13, , 4, 4, 2
2019/8/15, 14, , 7, 1, 3
2019/8/16, 25, , 5, , 3
2019/8/17, 6, , 3, , 2
2019/8/18, 17, , 5, 2, 2
2019/8/19, 16, , 6, 1, 2
2019/8/20, 20, , 8, 1, 2
2019/8/21, 17, , 7, , 2
2019/8/22, 19, , 5, , 2
2019/8/23, 15, , 6, 1, 2
2019/8/24, 17, , 7, , 2
2019/8/25, 14, , 7, , 3
2019/8/26, 8, , 5, , 2
2019/8/27, 9, , 5, , 2
2019/8/28, 13, , 9, , 2
2019/8/29, 10, , 4, 2, 2
2019/8/30, 17, , 11, 1, 3
2019/8/31, 23, , 13, , 2
2019/9/1, 25, , 11, 1, 3
2019/9/2, 27, , 7, , 4
2019/9/3, 22, , 3, 2, 2
2019/9/4, 21, , 9, 2, 2
2019/9/5, 17, , 9, , 2
2019/9/6, 10, , 6, 1, 2
2019/9/7, 20, , 10, 1, 2
2019/9/8, 28, , 6, 2, 3
2019/9/9, 12, , 2, 2, 2
2019/9/10, 10, , 5, , 2
2019/9/11, 9, , 8, , 2
2019/9/12, 4, , 6, , 2
2019/9/13, 12, , 8, 1, 2
2019/9/14, 14, , 8, 5, 2
2019/9/15, 16, , 12, 1, 3
2019/9/16, 24, , 9, , 2
2019/9/17, 15, , 8, 3, 2
2019/9/18, 16, , 11, 1, 2
2019/9/19, 26, , 16, 1, 4
2019/9/20, 16, , 10, , 2
2019/9/21, 8, , 8, 2, 2
2019/9/22, 16, , 10, 1, 3
2019/9/23, 16, , 10, , 2
2019/9/24, 9, , 7, 1, 1
2019/9/25, 9, , 9, 1, 1
2019/9/26, 8, , 7, 1, 1
2019/9/27, 9, , 8, 1, 2
