date, pm25, o3, no2, so2, co
2019/9/28, 13, , 6, 1, 2
2019/9/29, 14, , 10, 2, 2
2019/9/30, 14, , 9, 1, 1
2019/10/1, 13, , 12, , 2
2019/4/2, 23, , 12, 1, 3
2019/4/3, 19, , 13, 1, 3
2019/4/4, 33, , 11, 3, 3
2019/4/5, 37, , 10, 1, 3
2019/4/6, 32, , 10, , 3
2019/4/7, 37, , 10, , 4
2019/4/8, 26, , 10, , 3
2019/4/9, 16, , 13, , 3
2019/4/10, 19, , 12, 1, 4
2019/4/11, 26, , 11, , 4
2019/4/12, 25, , 15, 4, 4
2019/4/13, 42, , 13, 1, 4
2019/4/14, 26, , 10, , 4
2019/4/15, 16, , 8, , 3
2019/4/16, 13, , 13, 2, 4
2019/4/17, 18, , 10, , 4
2019/4/18, 18, , 15, 1, 4
2019/4/19, 18, , 4, 1, 3
2019/4/20, 7, , 6, , 3
2019/4/21, 12, , 13, 1, 4
2019/4/22, 15, , 11, , 4
2019/4/23, 17, , 9, , 4
2019/4/24, 9, , 6, , 3
2019/4/25, 9, , 7, , 4
2019/4/26, 15, , 9, 2, 4
2019/4/27, 15, , 6, 3, 4
2019/4/28, 9, , 13, 2, 4
2019/4/29, 16, , 10, , 3
2019/4/30, 9, , 6, 1, 2
2019/5/1, 17, , 9, 1, 2
2019/5/2, 13, , 13, 4, 2
2019/5/3, 38, , 9, , 2
2019/5/4, 14, , 6, , 2
2019/5/5, 9, , 10, , 2
2019/5/6, 19, , 9, 1, 2
2019/5/7, 31, , 11, 4, 2
2019/5/8, 23, , 12, 4, 3
2019/5/9, 23, , 11, 2, 3
2019/5/10, 19, , 7, 1, 2
2019/5/11, 13, , 9, , 2
2019/5/12, 20, , 4, , 2
2019/5/13, 16, , 7, 3, 2
2019/5/14, 18, , 11, 1, 2
2019/5/15, 23, , 8, 2, 3
2019/5/16, 21, , 10, 1, 3
2019/5/17, 17, , 6, , 2
2019/5/18, 13, , 6, , 3
2019/5/19, 18, , 4, 1, 2
2019/5/20, 16, , 3, 1, 2
2019/5/21, 13, , 8, 1, 3
2019/5/22, 20, , 12, , 3
2019/5/23, 28, , 14, , 3
2019/5/24, 36, , 11, 1, 3
2019/5/25, 44, , 8, 1, 3
2019/5/26, 45, , 10, 6, 5
2019/5/27, 60, , 8, 1, 4
2019/5/28, 49, , 12, 1, 3
2019/5/29, 53, , 11, 2, 3
2019/5/30, 62, , 17, 1, 17
2019/5/31, 239, , 10, 1, 4
2019/6/1, 98, , 8, 2, 4
2019/6/2, 124, , 6, 1, 3
2019/6/3, 43, , 7, 1, 2
2019/6/4, 39, , 7, 3, 2
2019/6/5, 15, , 8, 1, 2
2019/6/6, 26, , 9, , 2
2019/6/7, 19, , 5, , 2
2019/6/8, 16, , 6, , 2
2019/6/9, 29, , 5, , 2
2019/6/10, 21, , 7, 1, 2
2019/6/11, 20, , 7, , 2
2019/6/12, 17, , 5, 1, 2
2019/6/13, 17, , 6, 1, 2
2019/6/14, 51, , 7, 1, 2
2019/6/15, 23, , 5, 1, 2
2019/6/16, 21, , 8, 9, 2
2019/6/17, 32, , 7, 1, 2
2019/6/18, 26, , 6, , 2
2019/6/19, 24, , 8, 3, 2
2019/6/20, 19, , 6, 4, 2
2019/6/21, 23, , 4, 1, 4
2019/6/22, 61, , 3, 1, 3
2019/6/23, 28, , 4, 1, 3
2019/6/24, 29, , 5, , 2
2019/6/25, 24, , 6, 1, 3
2019/6/26, 34, , 11, 1, 3
2019/6/27, 35, , 12, 3, 3
2019/6/28, 46, , 6, 1, 3
2019/1/3, 13, , 23, , 2
2019/1/4, 12, , 19, 2, 1
2019/1/5, 30, , 13, 1, 1
2019/1/6, 32, , 12, , 1
2019/1/7, 27, , 13, 1, 1
2019/1/8, 12, , 24, 1, 2
2019/1/9, 32, , 20, 2, 1
2019/1/10, 15, , 33, , 3
2019/1/11, 45, , 25, 1, 2
2019/1/12, 50, , 40, 2, 8
2019/1/13, 64, , 34, 1, 5
2019/1/14, 75, , 27, 1, 2
2019/1/15, 47, , 20, 2, 1
2019/1/16, 29, , 18, 2, 1
2019/1/17, 41, , 20, 3, 1
2019/1/18, 13, , 17, 1, 1
2019/1/19, 11, , 13, 1, 1
2019/1/20, 18, , 23, 1, 2
2019/1/21, 32, , 23, 1, 2
2019/1/22, 25, , 28, , 2
2019/1/23, 23, , 16, , 2
2019/1/24, 15, , 23, , 2
2019/1/25, 22, , 16, , 1
2019/1/26, 15, , 12, 1, 1
2019/1/27, 17, , 5, , 1
2019/1/28, 8, , 15, 3, 1
2019/1/29, 12, , 19, 1, 2
2019/1/30, 24, , 27, , 3
2019/1/31, 41, , 14, 2, 2
2019/2/1, 25, , 12, 2, 2
2019/2/2, 10, , 13, 2, 2
2019/2/3, 13, , 14, 1, 2
2019/2/4, 13, , 25, 1, 3
2019/2/5, 38, , 32, 1, 4
2019/2/6, 55, , 27, 1, 4
2019/2/7, 54, , 30, 1, 5
2019/2/8, 56, , 20, 1, 3
2019/2/9, 33, , 26, 2, 4
2019/2/10, 31, , 18, 1, 3
2019/2/11, 24, , 24, 1, 3
2019/2/12, 41, , 33, 1, 5
2019/2/13, 49, , 36, 1, 6
2019/2/14, 67, , 40, 2, 7
2019/2/15, 93, , 28, 6, 5
2019/2/16, 56, , 16, 2, 3
2019/2/17, 26, , 18, 1, 4
2019/2/18, 20, , 27, 1, 5
2019/2/19, 45, , 25, 1, 4
2019/2/20, 37, , 20, 1, 3
2019/2/21, 15, , 23, , 4
2019/2/22, 14, , 30, 2, 5
2019/2/23, 58, , 11, 1, 3
2019/2/24, 8, , 18, 2, 4
2019/2/25, 17, , 36, 1, 7
2019/2/26, 53, , 26, 1, 5
2019/2/27, 37, , 20, , 4
2019/2/28, 14, , 15, 1, 4
2019/3/1, 9, , 14, 1, 4
2019/3/2, 15, , 19, , 4
2019/3/3, 17, , 21, 1, 5
2019/3/4, 16, , 28, , 5
2019/3/5, 18, , 23, , 5
2019/3/6, 14, , 24, 1, 6
2019/3/7, 28, , 21, 2, 5
2019/3/8, 33, , 20, 1, 5
2019/3/9, 36, , 25, 1, 5
2019/3/10, 27, , 28, 1, 6
2019/3/11, 48, , 30, 1, 7
2019/3/12, 39, , 16, 1, 5
2019/3/13, 18, , 16, 1, 5
2019/3/14, 15, , 21, 2, 4
2019/3/15, 20, , 17, , 2
2019/3/16, 21, , 21, 1, 2
2019/3/17, 24, , 16, 1, 2
2019/3/18, 20, , 19, 1, 2
2019/3/19, 22, , 18, 1, 3
2019/3/20, 22, , 32, 5, 4
2019/3/21, 56, , 33, 1, 7
2019/3/22, 72, , 24, 1, 4
2019/3/23, 77, , 22, 8, 4
2019/3/24, 90, , 10, , 3
2019/3/25, 34, , 12, , 3
2019/3/26, 36, , 19, 4, 4
2019/3/27, 69, , 11, , 3
2019/3/28, 14, , 14, 1, 3
2019/3/29, 35, , 22, 1, 3
2019/3/30, 34, , 10, , 3
2019/3/31, 23, , 9, , 3
2019/4/1, 24, , 11, , 3
2018/10/2, 31, , 11, 4, 1
2018/10/3, 24, , 11, , 2
2018/10/4, 22, , 14, , 2
2018/10/5, 36, , 18, 1, 2
2018/10/6, 48, , 13, 3, 2
2018/10/7, 35, , 9, 3, 2
2018/10/8, 42, , 9, 1, 2
2018/10/9, 18, , 14, , 2
2018/10/10, 20, , 11, , 2
2018/10/11, 27, , 14, , 2
2018/10/12, 39, , 12, , 2
2018/10/13, 28, , 9, , 2
2018/10/14, 17, , 15, 1, 2
2018/10/15, 26, , 15, , 2
2018/10/16, 33, , 19, 1, 3
2018/10/17, 30, , 22, 4, 3
2018/10/18, 29, , 16, , 3
2018/10/19, 25, , 17, , 3
2018/10/20, 26, , 11, , 2
2018/10/21, 25, , 9, , 2
2018/10/22, 17, , 19, 1, 3
2018/10/23, 32, , 14, 1, 3
2018/10/24, 32, , 23, 1, 5
2018/10/25, 45, , 24, 1, 4
2018/10/26, 37, , 18, 1, 3
2018/10/27, 22, , 12, , 2
2018/10/28, 19, , 14, , 2
2018/10/29, 21, , 12, , 2
2018/10/30, 24, , 17, 1, 3
2018/10/31, 14, , 25, , 4
2018/11/1, 26, , 10, 1, 2
2018/11/2, 23, , 12, 1, 3
2018/11/3, 22, , 16, , 4
2018/11/4, 41, , 9, , 3
2018/11/5, 30, , 8, , 2
2018/11/6, 11, , 10, , 2
2018/11/7, 18, , 18, , 3
2018/11/8, 35, , 22, 1, 3
2018/11/9, 37, , 19, 1, 3
2018/11/10, 41, , 10, , 3
2018/11/11, 33, , , , 
2018/11/14, 27, , 22, , 4
2018/11/15, 33, , 12, 2, 3
2018/11/16, 31, , 16, 1, 2
2018/11/17, 21, , 20, , 3
2018/11/18, 28, , 12, 3, 2
2018/11/19, 26, , 16, , 3
2018/11/20, 34, , 25, , 5
2018/11/21, 25, , 30, , 5
2018/11/22, 44, , 30, , 5
2018/11/23, 35, , 14, 2, 3
2018/11/24, 48, , 11, , 3
2018/11/25, 26, , 19, , 4
2018/11/26, 48, , 14, 1, 3
2018/11/27, 39, , 14, 2, 3
2018/11/28, 40, , 23, 1, 5
2018/11/29, 46, , 23, , 4
2018/11/30, 19, , 24, 1, 4
2018/12/1, 35, , 13, 1, 3
2018/12/2, 53, , 12, 1, 3
2018/12/3, 22, , 20, 1, 3
2018/12/4, 19, , 25, 1, 3
2018/12/5, 23, , 20, , 4
2018/12/6, 13, , 28, , 4
2018/12/7, 30, , 37, , 6
2018/12/8, 53, , 32, , 5
2018/12/9, 35, , 33, , 5
2018/12/10, 31, , 28, 1, 5
2018/12/11, 34, , 32, , 5
2018/12/12, 33, , 17, , 4
2018/12/13, 23, , 22, 1, 4
2018/12/14, 8, , 26, 1, 5
2018/12/15, 22, , 12, 1, 3
2018/12/16, 12, , 15, , 4
2018/12/17, 13, , 29, 1, 4
2018/12/18, 35, , 33, 1, 3
2018/12/19, 31, , 21, 1, 1
2018/12/20, 22, , 19, , 1
2018/12/21, 13, , 9, , 1
2018/12/22, 22, , 16, , 2
2018/12/23, 18, , 21, 2, 1
2018/12/24, 29, , 20, 1, 1
2018/12/25, 41, , 19, , 1
2018/12/26, 59, , 18, 3, 1
2018/12/27, 39, , 23, 1, 2
2018/12/28, 54, , 27, , 1
2018/12/29, 29, , 18, 2, 1
2018/12/30, 38, , 12, 1, 1
2018/12/31, 19, , , , 
2018/7/2, 17, , 2, , 2
2018/7/3, 11, , 8, , 2
2018/7/4, 25, , 5, , 2
2018/7/5, 19, , 8, , 2
2018/7/6, 21, , 7, , 2
2018/7/7, 26, , 5, , 2
2018/7/8, 19, , 3, , 2
2018/7/9, 16, , 8, , 2
2018/7/10, 23, , 9, , 2
2018/7/11, 31, , 6, , 2
2018/7/12, 21, , 7, , 2
2018/7/13, 19, , 8, , 2
2018/7/14, 42, , 4, , 2
2018/7/15, 14, , 4, , 2
2018/7/16, 19, , 7, , 2
2018/7/17, 22, , 16, , 3
2018/7/18, 51, , 8, , 2
2018/7/19, 65, , 7, , 2
2018/7/20, 49, , 8, , 2
2018/7/21, 36, , 6, , 2
2018/7/22, 7, , 2, , 2
2018/7/23, 13, , 7, , 2
2018/7/24, 14, , 5, , 2
2018/7/25, 30, , 11, , 3
2018/7/26, 43, , 9, , 2
2018/7/27, 37, , 8, , 3
2018/7/28, 42, , 7, , 3
2018/7/29, 48, , 5, , 3
2018/7/30, 57, , 5, , 3
2018/7/31, 52, , 6, , 3
2018/8/1, 41, , 7, , 3
2018/8/2, 48, , 7, , 2
2018/8/3, 28, , 6, , 3
2018/8/4, 57, , 5, , 3
2018/8/5, 49, , 5, , 3
2018/8/6, 37, , 6, , 3
2018/8/7, 44, , 9, , 3
2018/8/8, 62, , 14, , 5
2018/8/9, 147, , 15, , 5
2018/8/10, 127, , 11, , 7
2018/8/11, 146, , 4, , 4
2018/8/12, 103, , 4, , 2
2018/8/13, 45, , 8, 2, 2
2018/8/14, 30, , 9, 1, 4
2018/8/15, 96, , 13, 1, 9
2018/8/16, 181, , 12, 1, 7
2018/8/17, 158, , 13, 1, 9
2018/8/18, 173, , 7, 1, 8
2018/8/19, 166, , 8, 1, 4
2018/8/20, 91, , 12, 2, 3
2018/8/21, 83, , 13, 3, 4
2018/8/22, 77, , 16, 2, 5
2018/8/23, 109, , 14, 5, 7
2018/8/24, 148, , 4, , 2
2018/8/25, 25, , 10, 2, 6
2018/8/26, 89, , , , 
2018/8/28, 30, , 10, 1, 3
2018/8/29, 44, , 11, 1, 3
2018/8/30, 51, , 6, , 2
2018/8/31, 27, , 9, 2, 3
2018/9/1, 43, , 6, , 2
2018/9/2, 45, , 8, 1, 2
2018/9/3, 57, , 6, 1, 2
2018/9/4, 36, , 9, 1, 1
2018/9/5, 19, , 11, 6, 2
2018/9/6, 29, , 10, 4, 2
2018/9/7, 33, , 13, , 3
2018/9/8, 39, , 16, 1, 4
2018/9/9, 49, , 4, , 2
2018/9/10, 16, , 8, , 2
2018/9/11, 20, , 9, 2, 2
2018/9/12, 19, , 8, , 1
2018/9/13, 15, , 8, , 1
2018/9/14, 16, , 11, 1, 1
2018/9/15, 23, , 9, , 1
2018/9/16, 14, , 6, 1, 1
2018/9/17, 13, , 9, 1, 1
2018/9/18, 19, , 10, , 2
2018/9/19, 20, , 15, 2, 2
2018/9/20, 22, , 11, 2, 3
2018/9/21, 29, , 12, 1, 2
2018/9/22, 16, , 9, 1, 
2018/9/23, 12, , 8, 1, 2
2018/9/24, 16, , 10, , 2
2018/9/25, 15, , 14, , 2
2018/9/26, 19, , 9, , 2
2018/9/27, 18, , 10, , 2
2018/9/28, 22, , 14, 1, 2
2018/9/29, 19, , 9, , 1
2018/4/2, 29, , 28, , 4
2018/4/3, 25, , 24, , 3
2018/4/4, 35, , 18, , 3
2018/4/5, 29, , 12, , 2
2018/4/6, 14, , 16, , 3
2018/4/7, 22, , 12, , 
2018/4/8, 17, , 11, , 
2018/4/9, 22, , 22, , 3
2018/4/10, 52, , 22, , 4
2018/4/11, 54, , 16, , 3
2018/4/12, 36, , 14, , 2
2018/4/13, 29, , 13, , 2
2018/4/14, 39, , 11, , 2
2018/4/15, 27, , 16, , 2
2018/4/16, 36, , 13, , 2
2018/4/17, 33, , 11, , 2
2018/4/18, 32, , 12, , 2
2018/4/19, 20, , 17, , 3
2018/4/20, 40, , , , 
2018/4/25, 19, , 8, , 2
2018/4/26, 22, , 8, , 2
2018/4/27, 17, , 8, , 3
2018/4/28, 22, , 8, , 3
2018/4/29, 29, , 2, , 3
2018/4/30, 17, , 11, , 3
2018/5/1, 20, , 6, , 
2018/5/2, 18, , 11, , 3
2018/5/3, 21, , 9, , 3
2018/5/4, 21, , 10, , 3
2018/5/5, 20, , 6, , 4
2018/5/6, 12, , 7, , 3
2018/5/7, 23, , 12, , 3
2018/5/8, 25, , 7, , 3
2018/5/9, 21, , 8, , 3
2018/5/10, 12, , 13, , 4
2018/5/11, 18, , 10, , 4
2018/5/12, 34, , 5, , 3
2018/5/13, 21, , 3, , 3
2018/5/14, 21, , 11, , 4
2018/5/15, 34, , 9, , 3
2018/5/16, 41, , 8, , 4
2018/5/17, 48, , 7, , 3
2018/5/18, 36, , 7, , 2
2018/5/19, 27, , 5, , 2
2018/5/20, 18, , 3, , 2
2018/5/21, 17, , 4, , 2
2018/5/22, 19, , 13, , 3
2018/5/23, 39, , 10, , 2
2018/5/24, 38, , 11, , 2
2018/5/25, 56, , 8, , 2
2018/5/26, 60, , 4, , 2
2018/5/28, 38, , 7, , 2
2018/5/29, 25, , 6, , 2
2018/5/30, 13, , 7, , 2
2018/5/31, 28, , 8, , 2
2018/6/1, 21, , 9, , 2
2018/6/2, 15, , 5, , 2
2018/6/3, 20, , 9, , 2
2018/6/4, 19, , 7, , 2
2018/6/5, 23, , 7, , 2
2018/6/6, 15, , 12, , 2
2018/6/7, 19, , 11, , 2
2018/6/8, 32, , 10, , 2
2018/6/9, 36, , 9, , 3
2018/6/10, 39, , 4, , 2
2018/6/11, 22, , 2, , 2
2018/6/12, 25, , 4, , 2
2018/6/13, 17, , 10, , 3
2018/6/14, 19, , 6, , 3
2018/6/15, 19, , 10, , 2
2018/6/16, 29, , 5, , 2
2018/6/17, 19, , 7, , 2
2018/6/18, 19, , 10, , 2
2018/6/19, 23, , 12, , 3
2018/6/20, 33, , 10, , 2
2018/6/21, 27, , 9, , 2
2018/6/22, 35, , 9, , 3
2018/6/23, 53, , 5, , 3
2018/6/24, 35, , 5, , 3
2018/6/25, 35, , 6, , 3
2018/6/26, 31, , 7, , 2
2018/6/27, 15, , 6, , 2
2018/6/28, 14, , 5, , 2
2018/6/29, 16, , 7, , 2
2018/6/30, 18, , 6, , 2
2018/7/1, 20, , 3, , 2
2018/1/2, 37, , 25, , 2
2018/1/3, 17, , 25, , 2
2018/1/4, 26, , 29, , 5
2018/1/5, 45, , 25, , 3
2018/1/6, 71, , 21, , 3
2018/1/7, 39, , 19, , 3
2018/1/8, 20, , 28, , 3
2018/1/9, 48, , 9, , 1
2018/1/10, 18, , 14, , 1
2018/1/11, 13, , , , 
2018/1/18, 16, , 29, , 5
2018/1/19, 13, , 15, , 3
2018/1/20, 10, , 29, , 5
2018/1/21, 50, , 17, , 4
2018/1/22, 46, , 24, , 6
2018/1/23, 57, , 26, , 5
2018/1/24, 36, , 18, , 4
2018/1/25, 48, , 15, , 4
2018/1/26, 44, , 13, , 3
2018/1/27, 18, , 21, , 4
2018/1/28, 31, , 19, , 4
2018/1/29, 34, , 15, , 3
2018/1/30, 29, , 14, , 4
2018/1/31, 33, , 21, , 4
2018/2/1, 18, , 20, , 4
2018/2/2, 32, , 20, , 4
2018/2/3, 21, , 15, , 4
2018/2/4, 13, , 24, , 5
2018/2/5, 29, , 28, , 5
2018/2/6, 27, , 28, , 5
2018/2/7, 23, , 36, , 6
2018/2/8, 48, , 21, , 4
2018/2/9, 18, , 23, , 5
2018/2/10, 26, , 13, , 4
2018/2/11, 16, , 15, , 5
2018/2/12, 26, , 35, , 7
2018/2/13, 36, , 27, , 6
2018/2/14, 19, , 17, , 3
2018/2/15, 11, , 25, , 3
2018/2/16, 21, , 18, , 2
2018/2/17, 13, , 13, , 2
2018/2/18, 12, , 17, , 2
2018/2/19, 11, , 13, , 2
2018/2/20, 13, , 22, , 3
2018/2/21, 16, , 28, , 3
2018/2/22, 24, , 22, , 3
2018/2/23, 16, , 28, , 4
2018/2/24, 28, , 14, , 3
2018/2/25, 15, , 16, , 3
2018/2/26, 10, , 23, , 4
2018/2/27, 19, , 18, , 3
2018/2/28, 11, , 19, , 3
2018/3/1, 11, , 20, , 3
2018/3/2, 23, , 18, , 3
2018/3/3, 15, , 13, , 3
2018/3/4, 23, , 17, , 4
2018/3/5, 21, , 34, , 5
2018/3/6, 49, , 25, , 4
2018/3/7, 31, , 42, , 7
2018/3/8, 65, , 28, , 5
2018/3/9, 52, , 22, , 5
2018/3/10, 58, , 19, , 4
2018/3/11, 28, , 21, , 5
2018/3/12, 56, , 29, , 5
2018/3/13, 81, , 35, , 6
2018/3/14, 111, , 23, , 4
2018/3/15, 58, , 21, , 4
2018/3/16, 54, , 22, , 5
2018/3/17, 53, , 33, , 6
2018/3/18, 95, , 12, , 4
2018/3/19, 41, , 21, , 5
2018/3/20, 48, , 21, , 5
2018/3/21, 38, , 19, , 5
2018/3/22, 36, , 14, , 2
2018/3/23, 49, , 13, , 3
2018/3/24, 27, , 11, , 2
2018/3/25, 29, , 16, , 2
2018/3/26, 50, , 17, , 2
2018/3/27, 30, , 14, , 3
2018/3/28, 30, , 13, , 3
2018/3/29, 18, , 13, , 2
2018/3/30, 16, , 12, , 2
2018/3/31, 24, , 15, , 2
2018/4/1, 16, , 22, , 3
2017/10/2, 16, , 6, , 
2017/10/3, 11, , 18, , 3
2017/10/4, 19, , 22, , 3
2017/10/5, 28, , 19, , 3
2017/10/6, 40, , 20, , 3
2017/10/7, 33, , 5, , 2
2017/10/8, 12, , 6, , 2
2017/10/9, 9, , 11, , 2
2017/10/10, 13, , 18, , 3
2017/10/11, 20, , 7, , 2
2017/10/12, 14, , 11, , 2
2017/10/13, 11, , 22, , 4
2017/10/14, 34, , 14, , 2
2017/10/15, 31, , 11, , 2
2017/10/16, 13, , 16, , 2
2017/10/17, 15, , 15, , 2
2017/10/18, 16, , 12, , 2
2017/10/19, 15, , 22, , 4
2017/10/20, 20, , 15, , 3
2017/10/21, 20, , 14, , 2
2017/10/22, 21, , 10, , 2
2017/10/23, 14, , 14, , 2
2017/10/24, 13, , 12, , 2
2017/10/25, 17, , 13, , 2
2017/10/26, 11, , 15, , 3
2017/10/27, 15, , 22, , 5
2017/10/28, 29, , 8, , 2
2017/10/29, 18, , 5, , 2
2017/10/30, 7, , 20, , 3
2017/10/31, 19, , 17, , 3
2017/11/1, 25, , 8, , 3
2017/11/2, 12, , 10, , 2
2017/11/3, 11, , 17, , 3
2017/11/4, 19, , 26, , 4
2017/11/5, 36, , 16, , 3
2017/11/6, 32, , 20, , 4
2017/11/7, 19, , 19, , 3
2017/11/8, 26, , 29, , 5
2017/11/9, 47, , 22, , 4
2017/11/10, 55, , 24, , 5
2017/11/11, 71, , 31, , 7
2017/11/12, 81, , 17, , 4
2017/11/13, 75, , 17, , 4
2017/11/14, 71, , 16, , 4
2017/11/15, 31, , 18, , 4
2017/11/16, 32, , 17, , 4
2017/11/17, 43, , 21, , 5
2017/11/18, 27, , 33, , 9
2017/11/19, 53, , 27, , 6
2017/11/20, 38, , 14, , 4
